transliterated,reference,distance,address
aiiaŋhaēnaca,aiiaŋhaēnaca,0,"[{'id': 'Y24.2c', 'index': 2}, {'id': 'Y24.2c', 'index': 3}]"
hāuuana,hāuuana,0,"[{'id': 'Y24.2c', 'index': 4}]"
imąmca,iməmca,1,"[{'id': 'Y24.2c', 'index': 5}, {'id': 'Y24.3a', 'index': 0}]"
uruuarąm,uruuarąm,0,"[{'id': 'Y24.3a', 'index': 1}, {'id': 'Y24.3a', 'index': 2}]"
barəsmainīm,barəsmanīm,1,"[{'id': 'Y24.3a', 'index': 3}]"
jaγmīšīmca,jaγmūšīmca,1,"[{'id': 'Y24.3a', 'index': 4}]"
ratufrətīm,ratufritīm,1,"[{'id': 'Y24.3a', 'index': 5}, {'id': 'Y24.3a', 'index': 6}]"
marəϑrəmca,marəϑrəmca,0,"[{'id': 'Y24.3a', 'index': 7}]"
varəzəmca,varəzəmca,0,"[{'id': 'Y24.3a', 'index': 8}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y24.3a', 'index': 9}, {'id': 'Y24.3a', 'index': 10}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y24.3a', 'index': 11}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y24.3a', 'index': 12}]"
gāϑanąmca,gāϑanąmca,0,"[{'id': 'Y24.3a', 'index': 13}]"
sraōϑrəm,sraōϑrəm,0,"[{'id': 'Y24.3a', 'index': 14}]"
jaγmīšīmca,jaγmūšīmca,1,"[{'id': 'Y24.3a', 'index': 15}, {'id': 'Y24.3a', 'index': 16}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y24.3a', 'index': 17}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.3a', 'index': 18}]"
raϑβō,raϑβō,0,"[{'id': 'Y24.3a', 'index': 19}]"
ratufritīm,ratufritīm,0,"[{'id': 'Y24.3a', 'index': 20}, {'id': 'Y24.3a', 'index': 21}]"
imą,imą,0,"[{'id': 'Y24.3a', 'index': 22}, {'id': 'Y24.3b', 'index': 0}]"
aēsmąsca,aēsmąsca,0,"[{'id': 'Y24.3b', 'index': 1}]"
baōiδīmca,baōiδīmca,0,"[{'id': 'Y24.3b', 'index': 2}, {'id': 'Y24.3b', 'index': 3}]"
tauua,tauua,0,"[{'id': 'Y24.3b', 'index': 4}]"
āϑrō,āϑrō,0,"[{'id': 'Y24.3b', 'index': 5}]"
ahurahe,ahurahe,0,"[{'id': 'Y24.3b', 'index': 6}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y24.3b', 'index': 7}, {'id': 'Y24.3b', 'index': 8}]"
puϑra,puϑra,0,"[{'id': 'Y24.3b', 'index': 9}]"
vīspaca,vīspaca,0,"[{'id': 'Y24.3b', 'index': 10}]"
vohu,vohu,0,"[{'id': 'Y24.3b', 'index': 11}]"
mazdaδāta,mazdaδāta,0,"[{'id': 'Y24.3b', 'index': 12}, {'id': 'Y24.3b', 'index': 13}]"
aṣ̌aciϑra,aṣ̌aciϑra,0,"[{'id': 'Y24.3b', 'index': 14}]"
pairica,pairica,0,"[{'id': 'Y24.3b', 'index': 15}]"
dadəmahe,dadəmahi,1,"[{'id': 'Y24.3b', 'index': 16}]"
āca,āca,0,"[{'id': 'Y24.3b', 'index': 17}]"
vaēδaiiamahe,vaēδaiiamahi,1,"[{'id': 'Y24.3b', 'index': 18}]"
āat̰,āat̰,0,"[{'id': 'Y24.3b', 'index': 19}]"
dīš,dīš,0,"[{'id': 'Y24.3b', 'index': 20}]"
āuuaēδaiiamahe,āuuaēδaiiamahī,1,"[{'id': 'Y24.3b', 'index': 21}]"
ahurāica,ahurāica,0,"[{'id': 'Y24.3b', 'index': 22}, {'id': 'Y24.4a', 'index': 0}, {'id': 'Y24.4a', 'index': 1}]"
mazdāi,mazdāi,0,"[{'id': 'Y24.4a', 'index': 2}]"
sraōšāica,sraōšāica,0,"[{'id': 'Y24.4a', 'index': 3}]"
aṣ̌iiāi,aṣ̌iiāi,0,"[{'id': 'Y24.4a', 'index': 4}, {'id': 'Y24.4a', 'index': 5}]"
aməṣ̌aēibiiascā,aməṣ̌aēibiiasca,1,"[{'id': 'Y24.4a', 'index': 6}]"
spəṇtaēibiiō,spəṇtaēibiiō,2,"[{'id': 'Y24.4a', 'index': 7}, {'id': 'Y24.4a', 'index': 8}]"
aṣ̌aōnąmcā,aṣ̌aōnascā,2,"[{'id': 'Y24.4a', 'index': 9}]"
frauuaṣ̌ə̄biiō,frauuaṣ̌ibiiō,2,"[{'id': 'Y24.4a', 'index': 10}]"
aṣ̌aōninąmca,aṣ̌aōninąmca,0,"[{'id': 'Y24.4a', 'index': 11}]"
uruuōibiiō,uruuōibiiō,0,"[{'id': 'Y24.4a', 'index': 12}]"
āϑraēca,āϑraēca,0,"[{'id': 'Y24.4a', 'index': 13}]"
ahurahe,ahurahe,0,"[{'id': 'Y24.4a', 'index': 14}, {'id': 'Y24.4a', 'index': 15}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y24.4a', 'index': 16}]"
raϑβaēca,raϑβaēca,0,"[{'id': 'Y24.4a', 'index': 17}]"
bərəzaiti,bərəzaite,1,"[{'id': 'Y24.4a', 'index': 18}, {'id': 'Y24.4a', 'index': 19}]"
vīspaiiā̊,vīspaiiā̊,0,"[{'id': 'Y24.4a', 'index': 20}]"
sącat̰ca,sącat̰ca,0,"[{'id': 'Y24.4a', 'index': 21}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y24.4a', 'index': 22}, {'id': 'Y24.4a', 'index': 23}]"
staōiš,stōiš,1,"[{'id': 'Y24.4a', 'index': 24}]"
yasnāica,yasnāica,0,"[{'id': 'Y24.4a', 'index': 25}]"
āat̰,āat̰,0,"[{'id': 'Y24.4a', 'index': 26}, {'id': 'Y24.5a', 'index': 0}]"
dīš,dīš,0,"[{'id': 'Y24.5a', 'index': 1}]"
āuuaēδaiiamahe,āuuaēδaiiamahī,1,"[{'id': 'Y24.5a', 'index': 2}]"
zaraϑuštrahe,zaraϑuštrahe,0,"[{'id': 'Y24.5a', 'index': 3}, {'id': 'Y24.5a', 'index': 4}]"
spəṇtāmahe,spitāmahe,3,"[{'id': 'Y24.5a', 'index': 5}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y24.5a', 'index': 6}]"
frauuašə̄,frauuaṣ̌e,2,"[{'id': 'Y24.5a', 'index': 7}]"
yasnāica,yasnāica,0,"[{'id': 'Y24.5a', 'index': 8}]"
,ā,1,"[{'id': 'Y24.5a', 'index': 9}]"
aŋhiiaōiš,aŋhuiiaōš,2,"[{'id': 'Y24.5b', 'index': 0}, {'id': 'Y24.5b', 'index': 1}]"
aṣ̌acinaŋhō,aṣ̌acinaŋhō,0,"[{'id': 'Y24.5b', 'index': 2}]"
mat̰,mat̰,0,"[{'id': 'Y24.5b', 'index': 3}]"
vīspābiiō,vīspābiiō,0,"[{'id': 'Y24.5b', 'index': 4}, {'id': 'Y24.5b', 'index': 5}]"
aṣ̌aōnibiiō,aṣ̌aōnibiiō,0,"[{'id': 'Y24.5b', 'index': 6}]"
frauuaṣ̌ibiiō,frauuaṣ̌ibiiō,0,"[{'id': 'Y24.5b', 'index': 7}]"
yā̊,yā̊,0,"[{'id': 'Y24.5b', 'index': 8}]"
irəīrəϑušąm,irīriϑušąm,2,"[{'id': 'Y24.5b', 'index': 9}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y24.5b', 'index': 10}]"
yā̊sca,yā̊sca,0,"[{'id': 'Y24.5b', 'index': 11}]"
j,ā,1,"[{'id': 'Y24.5b', 'index': 12}]"
auuaṇtąm,juuaṇtąm,3,"[{'id': 'Y24.5b', 'index': 13}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y24.5b', 'index': 14}]"
yā̊sca,yā̊sca,0,"[{'id': 'Y24.5b', 'index': 15}]"
narąm,narąm,0,"[{'id': 'Y24.5b', 'index': 16}, {'id': 'Y24.5b', 'index': 17}]"
azātanąm,azātanąm,0,"[{'id': 'Y24.5b', 'index': 18}]"
frašōcaraϑrąm,frašōcarəϑrąm,1,"[{'id': 'Y24.5b', 'index': 19}]"
s,us,1,"[{'id': 'Y24.5b', 'index': 20}]"
aōš́iiaṇtąm,saōš́iiaṇtąm,3,"[{'id': 'Y24.5b', 'index': 21}]"
imą,imą,0,"[{'id': 'Y24.5b', 'index': 22}, {'id': 'Y24.6a', 'index': 0}]"
haōmąsca,haōmąsca,0,"[{'id': 'Y24.6a', 'index': 1}]"
miiazdąsca,miiazdąsca,0,"[{'id': 'Y24.6a', 'index': 2}, {'id': 'Y24.6a', 'index': 3}]"
zaōϑrā̊sca,zaōϑrā̊sca,0,"[{'id': 'Y24.6a', 'index': 4}]"
barəsmaca,barəsmaca,0,"[{'id': 'Y24.6a', 'index': 5}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y24.6a', 'index': 6}]"
frastarətəm,frastarətəm,0,"[{'id': 'Y24.6a', 'index': 7}]"
gąmca,gąmca,0,"[{'id': 'Y24.6a', 'index': 8}]"
huδā̊ŋhəm,huδā̊ŋhəm,0,"[{'id': 'Y24.6a', 'index': 9}, {'id': 'Y24.6a', 'index': 10}]"
imąmcā,imąmcā,0,"[{'id': 'Y24.6a', 'index': 11}, {'id': 'Y24.6b', 'index': 0}]"
gąm,gąm,0,"[{'id': 'Y24.6b', 'index': 1}]"
jīuuiiąm,jīuuiiąm,0,"[{'id': 'Y24.6b', 'index': 2}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y24.6b', 'index': 3}]"
uzdātąm,uzdātąm,0,"[{'id': 'Y24.6b', 'index': 4}]"
imąmcā,imąmcā,0,"[{'id': 'Y24.6b', 'index': 5}, {'id': 'Y24.6c', 'index': 0}]"
uruuarąm,uruuarąm,0,"[{'id': 'Y24.6c', 'index': 1}, {'id': 'Y24.6c', 'index': 2}]"
haδānaēpatąm,haδānaēpatąm,0,"[{'id': 'Y24.6c', 'index': 3}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y24.6c', 'index': 4}]"
uzdātąm,uzdātąm,0,"[{'id': 'Y24.6c', 'index': 5}, {'id': 'Y24.6c', 'index': 6}]"
aiβiiō,aiβiiō,0,"[{'id': 'Y24.6c', 'index': 7}, {'id': 'Y24.7a', 'index': 0}]"
vaŋhaēibiiō,haēnaēibiiō,3,"[{'id': 'Y24.7a', 'index': 1}]"
imā̊,imā̊,0,"[{'id': 'Y24.7a', 'index': 2}, {'id': 'Y24.7a', 'index': 3}]"
zaōϑrā̊,zaōϑrā̊,0,"[{'id': 'Y24.7a', 'index': 4}]"
haōmauuaitiš,haōmauuaitīš,1,"[{'id': 'Y24.7a', 'index': 5}]"
gaōmauuaitīš,gaōmauuaitīš,0,"[{'id': 'Y24.7a', 'index': 6}, {'id': 'Y24.7a', 'index': 7}]"
haδānaēpatauuaitīš,haδānaēpatauuaitīš,0,"[{'id': 'Y24.7a', 'index': 8}, {'id': 'Y24.7a', 'index': 9}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y24.7a', 'index': 10}]"
uzdātā̊,uzdātā̊,0,"[{'id': 'Y24.7a', 'index': 11}]"
aiβiiō,aiβiiō,0,"[{'id': 'Y24.7a', 'index': 12}, {'id': 'Y24.7b', 'index': 0}]"
vaŋhaēbiiō,vaŋᵛhībiiō,3,"[{'id': 'Y24.7b', 'index': 1}]"
vaŋhaēibiiō,haēnaēibiiō,3,"[{'id': 'Y24.7b', 'index': 2}]"
vaŋhaēbiiō,vaŋᵛhībiiō,3,"[{'id': 'Y24.7b', 'index': 3}]"
vaŋhaēibiiō,haēnaēibiiō,3,"[{'id': 'Y24.7b', 'index': 4}]"
apəmca,apəmca,0,"[{'id': 'Y24.7b', 'index': 5}]"
haōmiiąm,haōmiiąm,0,"[{'id': 'Y24.7b', 'index': 6}]"
asmanaca,asmanaca,0,"[{'id': 'Y24.7b', 'index': 7}, {'id': 'Y24.7c', 'index': 0}]"
hāuuana,hāuuana,0,"[{'id': 'Y24.7c', 'index': 1}]"
aiiaŋhaēnaca,aiiaŋhaēnaca,0,"[{'id': 'Y24.7c', 'index': 2}, {'id': 'Y24.7c', 'index': 3}]"
hāuuana,hāuuana,0,"[{'id': 'Y24.7c', 'index': 4}]"
imąmca,iməmca,1,"[{'id': 'Y24.7c', 'index': 5}, {'id': 'Y24.8a', 'index': 0}]"
uruuarąm,uruuarąm,0,"[{'id': 'Y24.8a', 'index': 1}]"
barəsmainīmjaγmīšīmca,,1000,"[{'id': 'Y24.8a', 'index': 2}]"
ratufritīm,ratufritīm,0,"[{'id': 'Y24.8a', 'index': 3}, {'id': 'Y24.8a', 'index': 4}]"
marəϑrəmca,marəϑrəmca,0,"[{'id': 'Y24.8a', 'index': 5}]"
varəzəmca,varəzəmca,0,"[{'id': 'Y24.8a', 'index': 6}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y24.8a', 'index': 7}, {'id': 'Y24.8a', 'index': 8}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y24.8a', 'index': 9}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y24.8a', 'index': 10}]"
gāϑanąmca,gāϑanąmca,0,"[{'id': 'Y24.8a', 'index': 11}]"
sraōϑrəm,sraōϑrəm,0,"[{'id': 'Y24.8a', 'index': 12}]"
jaγmīšīmca,jaγmūšīmca,1,"[{'id': 'Y24.8a', 'index': 13}, {'id': 'Y24.8a', 'index': 14}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y24.8a', 'index': 15}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.8a', 'index': 16}]"
raϑβō,raϑβō,0,"[{'id': 'Y24.8a', 'index': 17}]"
ratufritīm,ratufritīm,0,"[{'id': 'Y24.8a', 'index': 18}, {'id': 'Y24.8a', 'index': 19}]"
imą,imą,0,"[{'id': 'Y24.8a', 'index': 20}, {'id': 'Y24.8b', 'index': 0}]"
aēsmąsca,aēsmąsca,0,"[{'id': 'Y24.8b', 'index': 1}]"
baōiδīmca,baōiδīmca,0,"[{'id': 'Y24.8b', 'index': 2}, {'id': 'Y24.8b', 'index': 3}]"
tauua,tauua,0,"[{'id': 'Y24.8b', 'index': 4}]"
āϑrō,āϑrō,0,"[{'id': 'Y24.8b', 'index': 5}]"
ahurahe,ahurahe,0,"[{'id': 'Y24.8b', 'index': 6}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y24.8b', 'index': 7}, {'id': 'Y24.8b', 'index': 8}]"
puϑra,puϑra,0,"[{'id': 'Y24.8b', 'index': 9}]"
vīspaca,vīspaca,0,"[{'id': 'Y24.8b', 'index': 10}]"
vohu,vohu,0,"[{'id': 'Y24.8b', 'index': 11}]"
mazdaδāta,mazdaδāta,0,"[{'id': 'Y24.8b', 'index': 12}, {'id': 'Y24.8b', 'index': 13}]"
aṣ̌aciϑra,aṣ̌aciϑra,0,"[{'id': 'Y24.8b', 'index': 14}]"
pairica,pairica,0,"[{'id': 'Y24.8b', 'index': 15}]"
dadəmahe,dadəmahi,1,"[{'id': 'Y24.8b', 'index': 16}]"
āca,āca,0,"[{'id': 'Y24.8b', 'index': 17}]"
vaēδaiiamahe,vaēδaiiamahi,1,"[{'id': 'Y24.8b', 'index': 18}]"
āat̰,āat̰,0,"[{'id': 'Y24.8b', 'index': 19}]"
dīš,dīš,0,"[{'id': 'Y24.8b', 'index': 20}]"
āuuaēδaiiamahe,āuuaēδaiiamahī,1,"[{'id': 'Y24.8b', 'index': 21}]"
aməṣ̌aēibiiō,aməṣ̌aēibiiō,0,"[{'id': 'Y24.8b', 'index': 22}, {'id': 'Y24.9a', 'index': 0}, {'id': 'Y24.9a', 'index': 1}]"
spəṇtaēibiiō,spəṇtaēibiiō,2,"[{'id': 'Y24.9a', 'index': 2}]"
huxšaϑraēibiiō,huxšaϑraēibiiō,0,"[{'id': 'Y24.9a', 'index': 3}, {'id': 'Y24.9a', 'index': 4}]"
huδā̊biiō,huδābiiō,1,"[{'id': 'Y24.9a', 'index': 5}]"
yauuaējibiiō,yauuaējibiiō,0,"[{'id': 'Y24.9a', 'index': 6}, {'id': 'Y24.9a', 'index': 7}]"
yauuaēsubiiō,yauuaēsubiiō,0,"[{'id': 'Y24.9a', 'index': 8}]"
yōi,yōi,0,"[{'id': 'Y24.9a', 'index': 9}]"
vaŋhə̄uš,vaŋhə̄uš,0,"[{'id': 'Y24.9a', 'index': 10}]"
āmanaŋhō,āmanaŋhā,1,"[{'id': 'Y24.9a', 'index': 11}]"
š́iiaṇti,š́iieiṇti,3,"[{'id': 'Y24.9a', 'index': 12}]"
yā̊sca,yā̊sca,0,"[{'id': 'Y24.9a', 'index': 13}]"
uti,utā,1,"[{'id': 'Y24.9a', 'index': 14}]"
uiti,uiti,0,"[{'id': 'Y24.9a', 'index': 15}]"
uti,utā,1,"[{'id': 'Y24.9a', 'index': 16}]"
uiti,uiti,0,"[{'id': 'Y24.9a', 'index': 17}]"
āat̰,āat̰,0,"[{'id': 'Y24.10a', 'index': 0}]"
dīš,dīš,0,"[{'id': 'Y24.10a', 'index': 1}]"
āuuaēδaiiamahe,āuuaēδaiiamahī,1,"[{'id': 'Y24.10a', 'index': 2}]"
frāiiehīš,frāiiehīš,0,"[{'id': 'Y24.10a', 'index': 3}]"
ahe,ahe,0,"[{'id': 'Y24.10a', 'index': 4}]"
nmānahe,nmānahe,0,"[{'id': 'Y24.10a', 'index': 5}]"
fradaϑāi,fradaϑāi,0,"[{'id': 'Y24.10a', 'index': 6}, {'id': 'Y24.10a', 'index': 7}]"
ahe,ahe,0,"[{'id': 'Y24.10a', 'index': 8}]"
nmānahe,nmānahe,0,"[{'id': 'Y24.10a', 'index': 9}]"
pasuuąmca,pasuuąmca,0,"[{'id': 'Y24.10a', 'index': 10}, {'id': 'Y24.10a', 'index': 11}]"
narąmca,narąmca,0,"[{'id': 'Y24.10a', 'index': 12}]"
zātanąmca,zātanąmca,0,"[{'id': 'Y24.10a', 'index': 13}]"
ząhiiamnanąmca,ząhiiamnanąmca,0,"[{'id': 'Y24.10a', 'index': 14}, {'id': 'Y24.10a', 'index': 15}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y24.10a', 'index': 16}]"
yeŋ́hē,yeŋ́hē,0,"[{'id': 'Y24.10a', 'index': 17}]"
aēm,aēm,0,"[{'id': 'Y24.10a', 'index': 18}]"
həṇti,həṇti,2,"[{'id': 'Y24.10a', 'index': 19}]"
āat̰,āat̰,0,"[{'id': 'Y24.10a', 'index': 20}, {'id': 'Y24.11a', 'index': 0}]"
dīš,dīš,0,"[{'id': 'Y24.11a', 'index': 1}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y24.11a', 'index': 2}]"
vaŋhaēibiiō,haēnaēibiiō,3,"[{'id': 'Y24.11a', 'index': 3}]"
frauuašə̄ibiiō,frauuaṣ̌ibiiō,2,"[{'id': 'Y24.11a', 'index': 4}, {'id': 'Y24.11a', 'index': 5}]"
yā̊,yā̊,0,"[{'id': 'Y24.11a', 'index': 6}]"
uγrā̊sca,uγrā̊sca,0,"[{'id': 'Y24.11a', 'index': 7}]"
aiβiϑīrā̊sca,aiβiϑūrā̊sca,1,"[{'id': 'Y24.11a', 'index': 8}, {'id': 'Y24.11a', 'index': 9}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y24.11a', 'index': 10}]"
auuaŋ́he,auuaŋ́he,0,"[{'id': 'Y24.11a', 'index': 11}]"
daϑušō,daϑušō,0,"[{'id': 'Y24.11a', 'index': 12}, {'id': 'Y24.12a', 'index': 0}]"
ahurahe,ahurahe,0,"[{'id': 'Y24.12a', 'index': 1}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y24.12a', 'index': 2}, {'id': 'Y24.12a', 'index': 3}]"
raēuuatō,raēuuatō,0,"[{'id': 'Y24.12a', 'index': 4}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,"[{'id': 'Y24.12a', 'index': 5}]"
mai,maš,1,"[{'id': 'Y24.12a', 'index': 6}]"
ńiiə̄uš,x́iiə̄m,3,"[{'id': 'Y24.12a', 'index': 7}]"
maińiiōiiehe,maińiiaōiiehe,3,"[{'id': 'Y24.12a', 'index': 8}]"
aməṣ̌anąm,aməṣ̌anąm,0,"[{'id': 'Y24.12a', 'index': 9}, {'id': 'Y24.12a', 'index': 10}]"
spəṇtanąm,spəṇtanąm,2,"[{'id': 'Y24.12a', 'index': 11}]"
,ā,1,"[{'id': 'Y24.12a', 'index': 12}]"
asńiiaēibiiō,asńiiaēibiiō,2,"[{'id': 'Y24.13a', 'index': 0}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.13a', 'index': 1}, {'id': 'Y24.13a', 'index': 2}]"
ratubiiō,ratubiiō,0,"[{'id': 'Y24.13a', 'index': 3}]"
hāuuanə̄e,hāuuanə̄e,0,"[{'id': 'Y24.13a', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.13a', 'index': 5}, {'id': 'Y24.13a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.13a', 'index': 7}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.13a', 'index': 8}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,"[{'id': 'Y24.13a', 'index': 9}, {'id': 'Y24.13b', 'index': 0}]"
vīsiiāica,vīsiiāica,0,"[{'id': 'Y24.13b', 'index': 1}, {'id': 'Y24.13b', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.13b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.13b', 'index': 4}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.13b', 'index': 5}]"
miϑrahe,miϑrahe,0,"[{'id': 'Y24.13b', 'index': 6}, {'id': 'Y24.13c', 'index': 0}, {'id': 'Y24.13c', 'index': 1}]"
vourugaōiiaōitōiš,vourugaōiiaōtōiš,1,"[{'id': 'Y24.13c', 'index': 2}]"
hazaŋrōgaōšahe,hazaŋhrōgaōšahe,1,"[{'id': 'Y24.13c', 'index': 3}, {'id': 'Y24.13c', 'index': 4}]"
baēuuarəcašmanō,baēuuarəcašmanō,0,"[{'id': 'Y24.13c', 'index': 5}, {'id': 'Y24.13c', 'index': 6}]"
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y24.13c', 'index': 7}]"
yazataherāmanō,,1000,"[{'id': 'Y24.13c', 'index': 8}]"
xᵛāstrahe,xᵛāstrahe,0,"[{'id': 'Y24.13c', 'index': 9}]"
rapiϑβināi,rapiϑβināi,0,"[{'id': 'Y24.13c', 'index': 10}, {'id': 'Y24.14a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.14a', 'index': 1}, {'id': 'Y24.14a', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.14a', 'index': 3}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.14a', 'index': 4}]"
,ā,1,"[{'id': 'Y24.14a', 'index': 5}]"
frādat̰fšauuezaṇtumāica,,1000,"[{'id': 'Y24.14b', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.14b', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.14b', 'index': 2}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.14b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.14b', 'index': 4}, {'id': 'Y24.14c', 'index': 0}, {'id': 'Y24.14c', 'index': 1}]"
vahištahe,vahištahe,0,"[{'id': 'Y24.14c', 'index': 2}]"
āϑrasca,āϑrasca,0,"[{'id': 'Y24.14c', 'index': 3}]"
ahurahe,ahurahe,0,"[{'id': 'Y24.14c', 'index': 4}, {'id': 'Y24.14c', 'index': 5}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y24.14c', 'index': 6}]"
uzaiieirināi,uzaiieirināi,0,"[{'id': 'Y24.14c', 'index': 7}, {'id': 'Y24.15a', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.15a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.15a', 'index': 2}, {'id': 'Y24.15a', 'index': 3}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.15a', 'index': 4}]"
frādat̰vīrāi,frādat̰vīrāi,0,"[{'id': 'Y24.15a', 'index': 5}, {'id': 'Y24.15b', 'index': 0}]"
dax́iiumāicc,dax́iiumāica,1,"[{'id': 'Y24.15b', 'index': 1}]"
aaṣ̌aōne,aṣ̌aōne,1,"[{'id': 'Y24.15b', 'index': 2}, {'id': 'Y24.15b', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.15b', 'index': 4}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.15b', 'index': 5}]"
bərəzatō,bərəzatō,0,"[{'id': 'Y24.15b', 'index': 6}, {'id': 'Y24.15c', 'index': 0}]"
ahurahe,ahurahe,0,"[{'id': 'Y24.15c', 'index': 1}, {'id': 'Y24.15c', 'index': 2}]"
nafəδrō,nafəδrō,0,"[{'id': 'Y24.15c', 'index': 3}]"
apąm,apąm,0,"[{'id': 'Y24.15c', 'index': 4}]"
apasca,apasca,0,"[{'id': 'Y24.15c', 'index': 5}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,"[{'id': 'Y24.15c', 'index': 6}, {'id': 'Y24.15c', 'index': 7}]"
,ā,1,"[{'id': 'Y24.15c', 'index': 8}]"
aiβisrīϑrəmāi,aiβisrūϑrimāi,2,"[{'id': 'Y24.16a', 'index': 0}]"
aibigaiiāi,aibigaiiāi,0,"[{'id': 'Y24.16a', 'index': 1}, {'id': 'Y24.16a', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.16a', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.16a', 'index': 4}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.16a', 'index': 5}]"
frādat̰vīspąmhujiiāitə̄e,frādat̰vīspąmhujiiātə̄e,1,"[{'id': 'Y24.16a', 'index': 6}, {'id': 'Y24.16b', 'index': 0}, {'id': 'Y24.16b', 'index': 1}]"
zaraϑuštrōtəmāica,zaraϑuštrōtəmāica,0,"[{'id': 'Y24.16b', 'index': 2}, {'id': 'Y24.16b', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,"[{'id': 'Y24.16b', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y24.16b', 'index': 5}]"
raϑβe,raϑβe,0,"[{'id': 'Y24.16b', 'index': 6}]"
,ā,1,"[{'id': 'Y24.16b', 'index': 7}]"
aṣ̌aōnąmfrauuašanąm,,1000,"[{'id': 'Y24.16c', 'index': 0}]"
γə̄nąnąmca,γə̄nąnąmca,0,"[{'id': 'Y24.16c', 'index': 1}]"
vīrōvąϑβanąm,vīrōvąϑβanąm,0,"[{'id': 'Y24.16c', 'index': 2}, {'id': 'Y24.16c', 'index': 3}]"
yāiriiaiiā̊sca,yāiriiaiiā̊sca,0,"[{'id': 'Y24.16c', 'index': 4}]"
hušitōiš,hušitōiš,0,"[{'id': 'Y24.16c', 'index': 5}, {'id': 'Y24.16c', 'index': 6}]"
amaheca,amaheca,0,"[{'id': 'Y24.16c', 'index': 7}]"
